Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1116,0,3,12085,1,3,3,0,4,0,16,2,2,0,2,8,5,2007,2007,3,1,11,13,3,328.0,2,3,2,0,3,3,2,1004,5,0,730,1734,0,0,1,4,1734,0,0,1734,1,0,2,0,3,1,0,7,6,1,1,2007.0,1,3,928,4,4,2,0,0,0,0,0,0,0,11,2007,6,5,318000
1117,8,3,7750,1,3,3,0,4,0,8,2,2,0,7,8,5,2002,2002,3,1,11,13,2,0.0,2,3,2,2,3,3,2,353,5,0,55,408,0,0,1,4,779,640,0,1419,1,0,2,1,3,1,2,7,6,1,3,2002.0,0,2,527,4,4,2,120,0,0,0,0,0,0,3,2009,8,4,184100
1118,0,3,9764,1,0,3,0,2,0,19,1,2,0,2,5,7,1967,2003,1,1,11,13,2,0.0,3,3,1,3,3,3,1,702,5,0,192,894,0,0,1,4,894,0,0,894,1,0,1,0,3,1,2,5,6,0,1,1967.0,1,2,450,4,4,2,0,0,0,0,0,0,0,5,2008,8,4,130000
1119,8,3,13825,1,3,3,0,4,0,19,2,2,0,7,5,6,1958,1987,1,1,7,8,2,0.0,3,2,1,3,3,3,5,0,5,0,533,533,0,4,1,4,1021,580,0,1601,0,1,1,0,3,1,3,6,3,0,3,1958.0,1,1,300,4,4,2,280,34,0,0,0,0,0,12,2008,8,4,140000
1120,0,3,7560,1,3,3,0,4,0,12,2,2,0,2,5,5,1959,1959,1,1,2,14,2,0.0,3,3,1,3,3,3,3,369,5,0,671,1040,0,4,1,0,1040,0,0,1040,0,0,1,0,3,1,3,6,6,0,1,1959.0,1,1,286,4,4,2,140,0,252,0,0,0,0,7,2006,8,4,133700
1121,1,4,8263,1,3,0,0,4,1,9,2,2,0,2,6,5,1920,1950,1,1,2,3,2,0.0,3,3,0,3,3,3,5,0,5,0,1012,1012,0,4,1,0,1012,0,0,1012,0,0,1,0,2,1,3,6,6,1,5,1920.0,2,1,308,4,4,2,0,22,112,0,0,0,0,5,2007,8,4,118400
1122,0,3,10084,1,3,3,0,4,0,5,2,2,0,2,7,5,2005,2006,1,1,11,13,1,196.0,2,3,2,2,3,0,2,24,5,0,1528,1552,0,0,1,4,1552,0,0,1552,0,0,2,0,3,1,2,7,6,0,1,2005.0,1,3,782,4,4,2,144,20,0,0,0,0,0,7,2006,6,5,212900
1123,0,3,8926,1,0,3,0,0,0,7,2,2,0,2,4,3,1956,1956,1,1,0,0,2,0.0,3,3,1,3,3,3,5,0,5,0,672,672,0,0,1,0,960,0,0,960,0,0,1,0,3,1,3,5,6,0,2,1956.0,2,1,288,4,4,2,64,0,0,0,160,0,0,10,2009,0,0,112000
1125,8,3,9125,1,0,3,0,4,0,8,2,2,0,7,7,5,1992,1992,1,1,5,6,1,170.0,3,3,2,2,3,3,5,0,5,0,384,384,0,2,1,4,812,670,0,1482,0,0,2,1,3,1,2,7,6,1,1,1992.0,0,2,392,4,4,2,100,25,0,0,0,0,0,7,2007,8,4,163900
1126,0,3,10434,1,3,3,0,4,0,12,2,2,0,2,4,5,1955,1955,1,1,8,10,2,0.0,3,3,1,3,3,3,5,0,5,0,1005,1005,0,4,1,4,1005,0,0,1005,0,0,1,0,2,1,1,5,6,1,5,1977.0,2,2,672,1,1,2,0,0,0,0,0,0,0,11,2009,8,4,115000
1127,11,3,3684,1,3,3,0,4,0,0,2,2,4,2,7,5,2007,2007,3,1,11,13,1,130.0,2,3,2,2,3,3,5,0,5,0,1373,1373,0,0,1,4,1555,0,0,1555,0,0,2,0,2,1,2,7,6,1,1,2007.0,0,3,660,4,4,2,143,20,0,0,0,0,0,6,2009,8,4,174000
1128,0,3,14572,1,2,3,0,0,0,8,2,2,0,2,7,5,2004,2004,3,1,11,13,2,0.0,2,3,2,2,3,0,2,1300,5,0,230,1530,0,0,1,4,1530,0,0,1530,1,0,2,0,3,1,2,7,6,1,1,2004.0,0,3,630,4,4,2,144,36,0,0,0,0,0,11,2007,8,3,259000
1129,5,3,11796,1,0,3,0,4,0,8,2,2,0,5,7,5,2004,2005,1,1,11,13,2,0.0,2,3,2,2,3,0,5,0,5,0,847,847,0,0,1,4,847,1112,0,1959,0,0,2,1,4,1,2,8,6,1,3,2004.0,0,2,434,4,4,2,100,48,0,0,0,0,0,7,2007,8,4,215000
1130,10,4,7200,1,3,3,0,4,0,17,2,2,2,6,5,5,1980,1980,1,1,7,8,1,180.0,3,3,1,2,3,1,2,936,5,0,0,936,0,4,1,4,936,0,0,936,1,0,1,0,2,1,3,4,6,0,5,1980.0,2,2,672,4,4,2,49,0,0,0,0,0,0,8,2007,8,4,140000
1131,4,3,7804,1,3,3,0,4,0,18,2,2,0,0,4,3,1928,1950,1,1,13,10,2,0.0,3,3,0,3,3,3,1,622,5,0,500,1122,0,4,1,4,1328,653,0,1981,1,0,2,0,4,1,2,7,3,2,5,1981.0,2,2,576,4,4,2,431,44,0,0,0,0,0,12,2009,8,4,135000
1133,6,4,9900,1,3,3,0,4,0,17,2,2,0,5,6,4,1880,1950,1,1,12,14,2,0.0,3,3,0,3,3,2,5,0,5,0,1008,1008,1,4,1,4,1178,1032,0,2210,0,0,2,0,5,1,1,8,6,0,5,1930.0,2,1,205,1,4,0,0,48,0,0,0,0,0,5,2007,8,4,117500
1134,5,3,9828,1,0,3,0,4,0,20,2,2,0,5,8,5,1995,1995,1,1,11,13,2,0.0,2,3,2,2,3,3,2,584,5,0,544,1128,0,0,1,4,1142,878,0,2020,0,0,2,1,3,1,2,8,6,1,1,1995.0,1,2,466,4,4,2,0,155,0,0,0,0,0,6,2009,8,4,239500
1135,5,3,8773,1,0,1,0,4,0,8,2,2,0,5,6,5,1997,1997,1,1,11,13,2,0.0,3,3,2,2,3,0,5,0,5,0,916,916,0,2,1,4,916,684,0,1600,0,0,2,1,3,1,3,7,6,1,1,1997.0,0,2,460,4,4,2,100,38,0,0,0,0,0,8,2007,8,4,169000
1136,1,4,6180,1,3,3,0,0,0,3,2,2,0,2,6,5,1926,1950,1,1,12,14,2,0.0,3,3,0,3,3,3,5,0,5,0,960,960,0,4,0,4,986,0,0,986,0,0,1,0,2,1,3,5,6,1,5,1926.0,2,1,180,4,4,2,0,128,0,0,0,0,0,5,2007,8,4,102000
1137,4,3,9600,1,3,3,0,4,0,12,2,2,0,0,6,5,1950,1950,1,1,11,13,2,0.0,3,3,1,3,3,3,1,280,5,0,752,1032,0,4,1,0,1032,220,0,1252,0,0,1,0,3,1,3,6,6,0,1,1950.0,2,1,288,4,4,2,0,0,96,0,0,0,0,4,2008,8,0,119000
1139,0,3,9819,1,0,3,0,4,1,11,2,2,0,2,6,5,1977,1977,1,1,8,7,2,0.0,3,3,2,3,3,1,0,1567,5,0,0,1567,0,4,1,4,1567,0,0,1567,1,0,2,0,2,1,2,5,6,2,1,1977.0,1,2,714,4,4,2,264,32,0,0,0,0,0,5,2009,8,4,196000
1140,1,3,8731,1,0,3,0,4,0,3,2,2,0,2,5,5,1920,1950,1,1,10,12,2,0.0,3,1,0,3,3,3,1,645,5,0,270,915,0,4,1,4,1167,0,0,1167,0,0,1,0,3,1,3,6,0,1,5,1972.0,2,2,495,4,4,2,0,0,216,0,126,0,0,5,2007,8,4,144000
1141,0,3,7350,1,3,3,0,0,0,12,2,2,0,2,5,7,1951,1951,1,1,5,6,2,0.0,3,3,1,3,3,2,0,852,5,0,100,952,0,4,1,4,952,0,0,952,1,0,1,0,2,1,3,4,6,0,5,1988.0,2,2,840,4,4,2,0,0,0,0,0,0,0,6,2008,0,0,139000
1142,5,3,10304,1,0,3,0,1,0,14,4,2,0,5,5,7,1976,1976,1,1,8,10,1,44.0,3,2,1,3,3,3,0,381,5,0,399,780,0,0,1,4,1088,780,0,1868,1,0,2,1,4,1,2,9,6,1,1,1976.0,2,2,484,4,4,2,448,96,0,0,0,0,0,10,2009,8,4,197500
1143,5,3,9965,1,3,3,0,4,0,5,2,2,0,5,8,5,2006,2007,3,1,11,13,3,340.0,2,3,2,0,3,1,2,1150,5,0,316,1466,0,0,1,4,1466,1362,0,2828,1,0,3,0,4,1,2,11,6,1,3,2006.0,1,3,1052,4,4,2,125,144,0,0,0,0,0,4,2007,6,5,424870
1145,14,3,12180,1,3,3,0,4,0,7,2,2,1,0,4,4,1941,1950,1,1,7,8,2,0.0,3,1,0,2,3,3,1,348,5,0,324,672,2,1,0,0,672,252,0,924,1,0,1,0,2,1,1,5,6,0,5,1941.0,2,1,280,4,4,2,0,0,0,0,0,0,0,7,2010,8,4,80000
1146,4,4,6240,1,3,3,0,4,0,3,2,2,0,0,5,6,1928,1950,1,1,7,8,2,0.0,3,3,0,3,3,3,5,0,5,0,1042,1042,0,0,1,4,1042,534,0,1576,0,0,1,0,3,1,3,8,6,1,5,1928.0,2,1,225,4,4,2,0,0,0,0,0,0,0,8,2006,8,3,149000
1147,0,3,11200,1,3,3,0,4,0,20,2,2,0,2,6,5,1985,1985,1,1,12,15,1,85.0,2,3,1,2,3,3,2,1258,5,0,40,1298,0,4,1,4,1298,0,0,1298,1,0,2,0,3,1,2,5,6,1,1,1985.0,2,2,403,4,4,2,165,26,0,0,0,0,0,5,2006,8,4,180000
1148,6,3,12000,1,3,0,0,4,0,6,2,2,0,5,7,7,1941,1950,1,1,7,8,2,0.0,3,3,1,3,3,3,4,275,5,0,429,704,0,0,1,4,860,704,0,1564,0,0,1,1,3,1,1,7,6,1,1,1941.0,2,1,234,4,4,2,0,0,0,0,0,0,0,7,2009,8,4,174500
1149,4,4,5700,1,3,3,0,4,0,17,2,2,0,0,7,7,1926,1950,1,1,12,14,2,0.0,3,3,2,3,3,3,5,0,5,0,572,572,0,4,1,4,572,539,0,1111,0,0,1,0,2,1,3,5,6,1,5,1982.0,2,1,288,4,4,2,0,0,176,0,0,0,0,8,2008,8,4,116900
1150,6,4,9000,1,3,3,0,4,0,17,0,2,0,5,7,9,1920,1988,3,1,11,13,2,0.0,3,2,2,3,3,3,0,624,5,0,26,650,0,0,1,4,832,650,0,1482,0,1,1,0,3,1,3,7,6,0,5,1930.0,2,2,324,4,4,2,0,0,0,0,0,0,0,7,2009,8,4,143000
1151,0,3,8280,1,0,3,0,4,0,12,2,2,0,2,6,5,1950,1950,1,1,2,3,2,0.0,3,3,1,3,3,3,5,0,5,0,932,932,0,0,1,0,932,0,0,932,0,0,1,0,2,1,2,4,6,1,1,1950.0,2,1,306,4,4,2,0,0,214,0,0,0,0,11,2007,8,4,124000
1152,0,3,17755,1,3,3,0,4,0,7,2,2,0,2,5,4,1959,1959,1,1,5,10,1,132.0,3,3,1,3,3,3,1,176,5,0,1290,1466,0,4,1,4,1466,0,0,1466,0,0,1,1,3,1,1,6,6,2,1,1959.0,0,2,528,4,4,2,0,140,0,0,100,0,0,11,2006,8,4,149900
1153,0,3,14115,1,0,3,0,4,0,6,2,2,0,2,6,7,1956,2004,1,1,9,11,2,0.0,3,3,2,3,3,3,0,296,2,547,230,1073,0,0,1,4,1811,0,0,1811,0,0,1,0,2,1,0,6,6,1,1,1956.0,0,2,470,4,4,2,0,0,280,0,0,0,0,7,2006,8,0,230000
1154,1,4,5890,1,3,3,0,0,0,9,2,2,0,2,6,8,1930,2007,1,1,12,14,2,0.0,2,2,0,3,3,0,0,538,5,0,278,816,0,0,1,4,816,0,0,816,0,0,1,0,2,1,3,5,6,0,5,2002.0,2,1,432,4,4,2,0,0,96,0,0,0,0,6,2008,8,4,120500
1155,5,3,13700,1,0,3,0,4,0,12,2,2,0,5,7,6,1965,1988,1,1,11,13,3,288.0,3,3,1,3,3,1,0,454,5,0,410,864,0,4,1,4,902,918,0,1820,0,0,1,2,4,1,2,8,6,2,1,1965.0,2,2,492,4,4,2,60,84,0,0,273,0,0,5,2008,8,4,201800
1156,0,3,10768,1,0,3,0,0,0,24,2,2,0,2,5,8,1976,2004,1,1,8,10,2,0.0,2,2,1,2,3,1,0,1157,5,0,280,1437,0,4,1,4,1437,0,0,1437,1,0,2,0,3,1,2,6,6,1,1,1976.0,1,2,528,4,4,2,0,21,0,0,180,0,0,7,2007,8,4,218000
1157,8,3,9350,1,3,3,0,4,0,12,2,2,0,7,5,8,1965,1999,1,1,2,3,2,0.0,3,2,2,3,3,1,0,633,5,0,586,1219,0,2,1,4,1265,0,0,1265,0,1,2,0,3,1,2,6,6,1,1,1965.0,1,2,502,4,4,2,0,92,0,96,0,0,0,10,2008,8,4,179900
1158,11,3,5001,1,0,3,0,4,0,16,2,2,3,2,7,5,2007,2008,1,1,11,13,3,166.0,2,3,2,2,3,3,2,904,5,0,410,1314,0,0,1,4,1314,0,0,1314,1,0,2,0,2,1,2,6,6,1,1,2008.0,1,2,626,4,4,2,172,62,0,0,0,0,0,7,2009,8,4,230000
1159,0,3,11932,1,3,3,0,2,0,21,1,2,0,2,8,5,2007,2008,1,1,11,13,3,186.0,2,3,2,2,3,3,5,0,5,0,1580,1580,0,0,1,4,1580,0,0,1580,0,0,2,0,3,1,2,7,6,0,1,2008.0,1,3,830,4,4,2,0,24,0,0,0,0,0,6,2008,3,5,235128
1160,5,3,9120,1,3,3,0,4,0,14,2,2,0,5,6,6,1974,1974,3,1,5,6,1,270.0,2,3,1,3,3,3,0,442,5,0,459,901,0,4,1,4,943,933,0,1876,0,0,2,1,4,1,2,8,6,1,1,1974.0,1,2,540,2,4,2,0,69,0,0,0,0,0,7,2008,8,4,185000
1161,12,3,2280,1,3,3,0,4,0,13,2,2,3,5,6,5,1978,1978,1,1,8,2,2,0.0,3,3,1,2,3,3,0,311,5,0,544,855,0,1,1,4,855,601,0,1456,0,0,2,1,3,1,3,7,6,1,1,1978.0,2,2,440,4,4,2,26,0,0,0,0,0,0,7,2010,8,4,146000
1162,0,3,14778,1,0,2,0,1,0,6,4,2,0,2,6,7,1954,2006,3,1,5,6,1,72.0,2,3,1,3,3,3,1,728,5,0,568,1296,0,0,1,4,1640,0,0,1640,1,0,1,0,3,1,2,7,6,1,5,1993.0,2,2,924,4,4,2,108,0,0,216,0,0,0,11,2008,8,4,224000
1163,0,3,8724,1,3,3,0,4,0,19,2,2,0,2,5,5,1968,1968,1,1,11,13,2,0.0,3,3,1,2,3,3,1,492,5,0,402,894,0,2,1,4,894,0,0,894,0,0,1,0,3,1,3,5,6,1,1,1968.0,0,2,450,4,4,2,0,0,0,0,0,0,0,5,2007,8,4,129000
1164,10,3,12900,1,3,3,0,4,0,19,1,2,2,6,4,4,1969,1969,1,1,8,10,2,0.0,3,3,1,2,3,0,2,1198,5,0,0,1198,0,4,1,4,1258,0,0,1258,2,0,0,2,0,2,3,6,6,0,4,1969.0,2,2,400,1,4,2,120,0,0,0,0,0,0,1,2008,8,2,108959
1165,8,3,16157,1,0,3,0,2,0,24,1,2,0,7,5,7,1978,1978,1,1,8,10,2,0.0,3,3,2,2,3,1,0,680,4,391,289,1360,0,0,1,4,1432,0,0,1432,1,0,1,1,2,1,2,5,6,1,1,1978.0,2,2,588,4,4,2,168,180,0,0,0,0,0,6,2007,8,4,194000
1166,0,3,9541,1,0,3,0,4,0,16,2,2,0,2,7,5,2009,2009,1,1,11,13,3,268.0,2,3,2,2,3,3,5,0,5,0,1502,1502,0,0,1,4,1502,0,0,1502,0,0,2,0,3,1,2,7,6,0,1,2009.0,1,2,644,4,4,2,0,114,0,0,0,0,0,9,2009,6,5,233170
1167,0,3,10475,1,0,3,0,0,0,5,2,2,0,2,8,5,2008,2008,1,1,11,13,3,72.0,2,3,2,2,3,0,5,0,5,0,1694,1694,0,0,1,4,1694,0,0,1694,0,0,2,0,3,1,2,7,6,0,1,2008.0,1,3,776,4,4,2,160,33,0,0,0,0,0,2,2010,8,4,245350
1168,5,3,10852,1,0,3,0,4,0,8,6,2,0,5,6,5,2000,2000,1,1,11,13,2,0.0,3,3,2,2,3,3,2,786,5,0,173,959,0,0,1,4,959,712,0,1671,1,0,2,1,3,1,3,7,6,1,1,2000.0,0,2,472,4,4,2,0,38,0,0,0,0,0,2,2006,8,4,173000
1169,6,3,13728,1,3,3,0,0,0,7,2,2,0,5,6,7,1935,1986,3,1,10,12,2,0.0,3,3,1,3,3,3,4,626,5,0,501,1127,0,0,1,4,1236,872,0,2108,0,0,2,0,4,1,2,7,6,2,2,1935.0,2,2,540,4,4,2,0,0,0,0,90,0,0,7,2008,8,4,235000
1170,5,3,35760,1,0,3,0,1,0,15,2,2,0,5,10,5,1995,1996,3,1,5,6,1,1378.0,2,2,2,0,3,1,2,1387,5,0,543,1930,0,0,1,4,1831,1796,0,3627,1,0,3,1,4,1,2,10,6,1,1,1995.0,0,3,807,4,4,2,361,76,0,0,0,0,0,7,2006,8,4,625000
1171,8,3,9880,1,3,3,0,4,0,11,2,2,0,7,6,6,1977,1977,1,1,8,10,2,0.0,3,3,1,3,3,0,0,522,5,0,574,1096,0,4,1,4,1118,0,0,1118,1,0,1,0,3,1,3,6,6,1,1,1977.0,0,1,358,4,4,2,203,0,0,0,0,576,0,7,2008,8,4,171000
1172,0,3,9120,1,3,3,0,4,0,12,2,2,0,2,6,6,1958,1958,3,1,7,8,2,0.0,3,3,1,3,3,3,0,662,5,0,599,1261,0,0,1,4,1261,0,0,1261,1,0,1,0,3,1,3,6,6,1,1,1958.0,1,2,433,4,4,2,0,0,0,0,288,0,1400,11,2008,8,4,163000
1173,12,1,4017,1,0,3,0,4,0,21,2,2,4,5,7,5,2006,2007,1,1,7,8,2,0.0,2,3,2,2,3,3,5,0,5,0,625,625,0,0,1,4,625,625,0,1250,0,0,2,1,2,1,2,5,6,0,5,2006.0,0,2,625,4,4,2,0,54,0,0,0,0,0,3,2008,8,4,171900
1175,6,3,16560,1,0,3,0,4,0,6,2,2,0,5,6,8,1932,1950,1,1,12,14,2,0.0,3,3,0,2,3,3,4,503,5,0,449,952,0,4,1,4,1170,1175,0,2345,0,0,2,1,4,1,3,9,6,1,5,1932.0,2,2,360,4,4,2,0,0,0,0,0,0,0,7,2006,8,4,239000
1176,4,3,10678,1,3,3,0,4,0,15,2,2,0,0,8,5,1992,2000,3,1,5,6,1,337.0,2,3,2,2,3,3,2,700,5,0,983,1683,0,0,1,4,2129,743,0,2872,0,0,2,1,4,1,2,9,6,1,1,1992.0,0,2,541,4,4,2,0,33,0,0,0,0,0,4,2007,8,4,285000
1177,0,3,6951,1,0,3,0,1,0,11,2,2,0,2,5,5,1984,1985,1,1,5,10,2,0.0,3,3,1,3,3,3,0,658,5,0,218,876,0,4,1,4,923,0,0,923,1,0,1,0,3,1,3,5,6,0,1,1984.0,2,1,264,4,4,2,362,0,0,0,0,0,0,10,2008,8,4,119500
1178,4,4,3950,1,3,0,0,4,0,17,0,2,0,0,6,8,1926,2004,1,1,7,8,2,0.0,3,3,1,3,3,3,4,468,5,0,350,818,0,4,1,4,818,406,0,1224,0,0,1,0,3,1,3,5,6,0,5,1926.0,2,1,210,4,4,0,0,0,116,0,0,0,0,12,2009,8,4,115000
1179,4,3,7681,1,0,3,0,2,0,6,2,2,0,0,5,6,1921,1950,1,1,12,14,2,0.0,3,3,0,3,3,3,5,0,5,0,731,731,0,0,1,4,820,523,0,1343,0,0,1,1,3,1,3,7,6,1,5,1921.0,2,1,186,1,4,2,192,0,102,0,0,0,0,7,2009,8,4,154900
1181,5,3,11170,1,1,3,0,0,0,23,2,2,0,5,7,5,1990,1991,1,1,7,8,2,0.0,3,3,4,2,3,3,3,1216,5,0,0,1216,0,0,1,4,1298,1216,0,2514,0,0,2,1,4,1,3,8,6,0,1,1990.0,0,2,693,4,4,2,0,0,0,0,0,0,0,4,2006,8,4,250000
1182,11,4,5587,1,0,1,0,4,1,6,2,2,4,2,8,5,2008,2008,3,1,4,5,3,186.0,0,3,2,0,3,1,2,1480,5,0,120,1600,0,0,1,4,1652,0,0,1652,1,1,2,0,2,1,2,5,6,1,1,2008.0,0,2,482,4,4,2,162,53,0,153,0,0,0,11,2008,6,5,392500
1183,5,3,15623,1,0,3,0,0,0,15,2,2,0,5,10,5,1996,1996,3,1,12,7,2,0.0,2,3,2,0,3,0,2,2096,5,0,300,2396,0,0,1,4,2411,2065,0,4476,1,0,3,1,4,1,0,10,6,2,1,1996.0,0,3,813,4,4,2,171,78,0,0,0,555,0,7,2007,8,0,745000
1184,1,3,10800,1,3,3,0,4,0,17,2,2,0,2,5,6,1920,1950,3,1,10,12,2,0.0,3,3,0,3,3,3,4,821,5,0,299,1120,0,0,1,4,1130,0,0,1130,1,0,1,0,2,1,3,5,6,1,5,1970.0,2,2,720,4,4,2,229,0,0,0,0,0,0,6,2006,8,4,120000
1185,0,3,35133,0,3,3,0,4,1,23,2,2,0,2,5,4,1963,1963,3,1,7,8,1,226.0,3,3,1,3,3,1,4,1159,5,0,413,1572,0,2,1,4,1572,0,0,1572,1,0,1,1,3,1,3,5,6,2,0,1963.0,1,3,995,4,4,2,0,263,0,0,263,0,0,5,2007,8,4,186700
1186,4,3,9738,1,3,3,0,4,0,7,2,2,0,0,5,7,1924,1950,1,1,0,0,2,0.0,3,2,0,3,3,3,1,392,5,0,392,784,0,2,1,4,949,272,0,1221,1,0,1,0,4,1,3,7,6,0,1,1965.0,2,1,392,4,4,2,0,0,236,0,0,0,0,3,2006,8,4,104900
1187,14,3,10615,1,0,0,0,0,1,17,0,0,1,5,3,5,1900,1970,1,1,5,6,2,0.0,3,3,1,1,3,2,1,440,5,0,538,978,0,4,1,4,1014,685,0,1699,1,0,2,0,3,2,3,7,6,0,4,1920.0,2,2,420,1,1,2,0,74,0,0,0,0,0,8,2009,8,0,95000
1188,0,3,12461,1,3,3,0,0,0,15,2,2,0,2,8,5,1994,1995,1,1,6,7,2,0.0,2,3,2,2,3,3,2,1456,5,0,168,1624,0,0,1,4,1624,0,0,1624,1,0,2,0,2,1,2,5,6,1,1,1994.0,1,3,757,4,4,2,0,114,192,0,0,0,0,7,2006,8,4,262000
1189,5,3,8935,1,0,3,0,4,0,5,2,2,0,5,7,5,2002,2002,1,1,11,13,1,95.0,2,3,2,2,3,3,5,0,5,0,831,831,0,0,1,4,831,829,0,1660,0,0,2,1,3,1,2,7,6,0,1,2002.0,1,2,493,4,4,2,144,68,0,0,0,0,0,7,2009,8,4,195000
1190,5,3,7500,1,3,3,0,4,0,8,2,2,0,5,7,5,1999,1999,1,1,11,13,2,0.0,3,3,2,3,3,3,5,0,5,0,994,994,0,2,1,4,1028,776,0,1804,0,0,2,1,3,1,2,7,6,1,1,1999.0,0,2,442,4,4,2,140,60,0,0,0,0,0,6,2010,8,4,189000
1191,14,3,32463,1,3,2,0,4,1,11,2,2,1,2,4,4,1961,1975,1,1,7,8,3,149.0,3,2,1,3,3,0,1,1159,5,0,90,1249,0,0,1,4,1622,0,0,1622,1,0,1,0,3,1,3,7,6,1,0,1975.0,0,4,1356,4,4,2,439,0,0,0,0,0,0,3,2007,8,4,168000
1192,12,1,2645,1,3,3,0,4,0,21,2,2,3,5,8,5,1999,2000,1,1,7,8,1,456.0,2,3,2,2,3,3,5,0,5,0,776,776,0,0,1,4,764,677,0,1441,0,0,2,1,2,1,2,5,6,0,5,1999.0,2,2,492,4,4,2,206,0,0,0,0,0,0,11,2007,8,4,174000
1193,4,4,9600,1,3,3,0,4,0,17,2,2,0,0,5,8,1925,1994,2,1,11,13,2,0.0,3,3,2,3,3,2,5,0,5,0,702,702,0,2,1,4,842,630,0,1472,0,0,1,0,3,1,2,6,6,0,5,1925.0,2,1,250,4,1,1,0,0,84,0,0,0,0,7,2007,8,4,125000
1194,11,4,4500,1,3,3,0,2,0,11,2,2,4,2,6,5,1999,1999,3,1,11,13,1,425.0,3,3,2,0,3,3,2,883,5,0,341,1224,0,0,1,4,1224,0,0,1224,1,0,2,0,2,1,3,5,6,0,1,1999.0,0,2,402,4,4,2,0,304,0,0,0,0,0,6,2009,8,4,165000
1195,5,3,9364,1,3,3,0,0,0,19,2,2,0,5,6,7,1969,1969,1,1,5,6,3,143.0,3,3,1,3,3,3,0,371,5,0,292,663,0,4,1,4,663,689,0,1352,0,0,1,1,4,1,3,7,6,0,1,1969.0,0,1,299,4,4,2,379,36,0,0,0,0,0,3,2010,8,4,158000
1196,5,3,8029,1,0,3,0,4,0,8,2,2,0,5,6,5,2005,2005,1,1,11,13,2,0.0,3,3,2,2,3,3,5,0,5,0,728,728,0,0,1,4,728,728,0,1456,0,0,2,1,3,1,2,8,6,0,1,2005.0,0,2,400,4,4,2,100,24,0,0,0,0,0,7,2008,8,4,176000
1197,5,3,14054,1,0,3,0,4,0,8,2,2,0,5,7,5,2006,2006,1,1,11,13,2,0.0,2,3,2,2,3,0,5,0,5,0,879,879,0,0,1,4,879,984,0,1863,0,0,2,1,4,1,2,9,6,1,3,2006.0,0,3,660,4,4,2,100,17,0,0,0,0,0,11,2006,6,5,219210
1198,7,4,8850,1,0,0,0,0,0,17,2,2,0,4,7,6,1916,1950,1,1,7,8,2,0.0,3,3,0,3,3,3,5,0,5,0,815,815,0,0,1,4,815,875,0,1690,0,0,1,0,3,1,3,7,6,1,5,1916.0,2,1,225,4,4,2,0,0,330,0,0,0,0,7,2006,5,4,144000
1199,0,3,9100,1,3,3,0,4,0,5,2,2,0,2,7,5,2001,2001,1,1,11,13,2,0.0,2,3,2,2,3,3,5,0,5,0,1212,1212,0,0,1,4,1212,0,0,1212,0,0,2,0,3,1,2,6,6,0,1,2001.0,1,2,573,4,4,2,356,0,0,0,0,0,0,6,2009,8,4,178000
1200,0,3,11235,1,3,3,0,4,0,19,2,2,0,2,4,5,1963,1979,1,1,5,6,1,51.0,3,3,1,3,3,3,4,547,5,0,504,1051,0,2,1,4,1382,0,0,1382,0,0,1,1,3,1,3,6,6,1,1,1974.0,2,2,459,4,4,2,0,82,0,0,0,0,0,10,2006,8,4,148000
1201,0,3,9353,1,3,3,0,4,0,12,2,2,0,2,4,5,1970,1970,1,1,7,8,2,0.0,3,3,1,3,3,3,5,0,5,0,864,864,0,2,1,4,864,0,0,864,0,0,1,0,3,1,3,5,6,0,1,1972.0,2,1,280,4,4,2,0,0,0,0,0,0,0,7,2006,7,0,116050
1202,5,3,10400,1,3,3,0,0,0,5,2,2,0,5,7,5,1998,1998,1,1,11,13,2,0.0,3,3,2,2,3,0,5,0,5,0,866,866,0,0,1,4,866,913,0,1779,0,0,2,1,3,1,2,6,6,0,1,1998.0,1,2,546,4,4,2,198,36,0,0,0,0,0,3,2009,8,4,197900
1203,4,4,6000,1,3,3,0,0,0,3,2,2,0,0,5,8,1925,1997,1,1,12,14,2,0.0,3,3,0,3,3,3,5,0,5,0,884,884,0,0,1,4,884,464,0,1348,1,0,1,0,3,1,3,5,6,1,5,1960.0,2,1,216,4,4,0,0,0,208,0,0,0,0,5,2009,8,4,117000
