Id,MSSubClass,MSZoning,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,SaleType,SaleCondition,SalePrice
1150,70,RM,Reg,Lvl,Inside,Gtl,OldTown,2Story,7,1920,1988,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,Unf,650,Ex,Y,SBrkr,832,650,1482,0,1,0,3,TA,7,0,Detchd,1930.0,Unf,2,TA,Y,0,0,WD,Normal,143000
1151,20,RL,IR1,Lvl,Inside,Gtl,NAmes,1Story,6,1950,1950,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,932,Ex,Y,FuseA,932,0,932,0,1,0,2,Gd,4,1,Attchd,1950.0,Unf,1,TA,Y,0,0,WD,Normal,124000
1152,20,RL,Reg,Lvl,Inside,Gtl,Edwards,1Story,5,1959,1959,HdBoard,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1466,TA,Y,SBrkr,1466,0,1466,0,1,1,3,Fa,6,2,Attchd,1959.0,Fin,2,TA,Y,0,140,WD,Normal,149900
1153,20,RL,IR1,Lvl,Inside,Gtl,Crawfor,1Story,6,1956,2004,Stone,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,GLQ,1073,Ex,Y,SBrkr,1811,0,1811,0,1,0,2,Ex,6,1,Attchd,1956.0,Fin,2,TA,Y,0,0,WD,Abnorml,230000
1154,30,RM,Reg,Lvl,Corner,Gtl,IDOTRR,1Story,6,1930,2007,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,Unf,816,Ex,Y,SBrkr,816,0,816,0,1,0,2,TA,5,0,Detchd,2002.0,Unf,1,TA,Y,0,0,WD,Normal,120500
1155,60,RL,IR1,Lvl,Inside,Gtl,NAmes,2Story,7,1965,1988,VinylSd,Stone,288.0,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,864,TA,Y,SBrkr,902,918,1820,0,1,2,4,Gd,8,2,Attchd,1965.0,Unf,2,TA,Y,60,84,WD,Normal,201800
1156,20,RL,IR1,Lvl,Corner,Gtl,Veenker,1Story,5,1976,2004,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,1437,TA,Y,SBrkr,1437,0,1437,1,2,0,3,Gd,6,1,Attchd,1976.0,RFn,2,TA,Y,0,21,WD,Normal,218000
1157,80,RL,Reg,Lvl,Inside,Gtl,NAmes,SLvl,5,1965,1999,BrkFace,None,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,Unf,1219,Gd,Y,SBrkr,1265,0,1265,0,2,0,3,Gd,6,1,Attchd,1965.0,RFn,2,TA,Y,0,92,WD,Normal,179900
1158,120,RL,IR1,Lvl,Inside,Gtl,NridgHt,1Story,7,2007,2008,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1314,Ex,Y,SBrkr,1314,0,1314,1,2,0,2,Gd,6,1,Attchd,2008.0,RFn,2,TA,Y,172,62,WD,Normal,230000
1159,20,RL,Reg,Lvl,FR2,Gtl,Somerst,1Story,8,2007,2008,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1580,Ex,Y,SBrkr,1580,0,1580,0,2,0,3,Gd,7,0,Attchd,2008.0,RFn,3,TA,Y,0,24,ConLD,Partial,235128
1160,60,RL,Reg,Lvl,Inside,Gtl,NWAmes,2Story,6,1974,1974,HdBoard,BrkFace,270.0,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,901,TA,Y,SBrkr,943,933,1876,0,2,1,4,Gd,8,1,Attchd,1974.0,RFn,2,Gd,Y,0,69,WD,Normal,185000
1161,160,RL,Reg,Lvl,Inside,Gtl,NPkVill,2Story,6,1978,1978,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,855,Fa,Y,SBrkr,855,601,1456,0,2,1,3,TA,7,1,Attchd,1978.0,Unf,2,TA,Y,26,0,WD,Normal,146000
1162,20,RL,IR1,Low,CulDSac,Gtl,Crawfor,1Story,6,1954,2006,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,1296,Ex,Y,SBrkr,1640,0,1640,1,1,0,3,Gd,7,1,Detchd,1993.0,Unf,2,TA,Y,108,0,WD,Normal,224000
1163,20,RL,Reg,Lvl,Inside,Gtl,Sawyer,1Story,5,1968,1968,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,894,Gd,Y,SBrkr,894,0,894,0,1,0,3,TA,5,1,Attchd,1968.0,Fin,2,TA,Y,0,0,WD,Normal,129000
1164,90,RL,Reg,Lvl,Inside,Gtl,Sawyer,SFoyer,4,1969,1969,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,1198,TA,Y,SBrkr,1258,0,1258,2,0,2,0,TA,6,0,CarPort,1969.0,Unf,2,Fa,Y,120,0,WD,Alloca,108959
1165,80,RL,IR1,Lvl,FR2,Gtl,Veenker,SLvl,5,1978,1978,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,Rec,1360,Ex,Y,SBrkr,1432,0,1432,1,1,1,2,Gd,5,1,Attchd,1978.0,Unf,2,TA,Y,168,180,WD,Normal,194000
1166,20,RL,IR1,Lvl,Inside,Gtl,NridgHt,1Story,7,2009,2009,VinylSd,Stone,268.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1502,Ex,Y,SBrkr,1502,0,1502,0,2,0,3,Gd,7,0,Attchd,2009.0,RFn,2,TA,Y,0,114,New,Partial,233170
1167,20,RL,IR1,Lvl,Corner,Gtl,CollgCr,1Story,8,2008,2008,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1694,Ex,Y,SBrkr,1694,0,1694,0,2,0,3,Gd,7,0,Attchd,2008.0,RFn,3,TA,Y,160,33,WD,Normal,245350
1168,60,RL,IR1,Lvl,Inside,Gtl,Gilbert,2Story,6,2000,2000,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,959,Ex,Y,SBrkr,959,712,1671,1,2,1,3,TA,7,1,Attchd,2000.0,Fin,2,TA,Y,0,38,WD,Normal,173000
1169,70,RL,Reg,Lvl,Corner,Gtl,Edwards,2Story,6,1935,1986,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1127,Ex,Y,SBrkr,1236,872,2108,0,2,0,4,Gd,7,2,Basment,1935.0,Unf,2,TA,Y,0,0,WD,Normal,235000
1170,60,RL,IR1,Lvl,CulDSac,Gtl,NoRidge,2Story,10,1995,1996,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,Unf,1930,Ex,Y,SBrkr,1831,1796,3627,1,3,1,4,Gd,10,1,Attchd,1995.0,Fin,3,TA,Y,361,76,WD,Normal,625000
1171,80,RL,Reg,Lvl,Inside,Gtl,Mitchel,SLvl,6,1977,1977,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1096,TA,Y,SBrkr,1118,0,1118,1,1,0,3,TA,6,1,Attchd,1977.0,Fin,1,TA,Y,203,0,WD,Normal,171000
1172,20,RL,Reg,Lvl,Inside,Gtl,NAmes,1Story,6,1958,1958,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1261,Ex,Y,SBrkr,1261,0,1261,1,1,0,3,TA,6,1,Attchd,1958.0,RFn,2,TA,Y,0,0,WD,Normal,163000
1173,160,FV,IR1,Lvl,Inside,Gtl,Somerst,2Story,7,2006,2007,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,625,Ex,Y,SBrkr,625,625,1250,0,2,1,2,Gd,5,0,Detchd,2006.0,Fin,2,TA,Y,0,54,WD,Normal,171900
1174,50,RL,IR1,Bnk,Inside,Gtl,ClearCr,1.5Fin,5,1946,1994,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,1598,TA,Y,SBrkr,1636,971,3086,0,3,0,3,Ex,12,1,,,,0,,Y,122,0,WD,Normal,200500
1175,70,RL,IR1,Lvl,Inside,Gtl,Crawfor,2Story,6,1932,1950,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,952,TA,Y,SBrkr,1170,1175,2345,0,2,1,4,TA,9,1,Detchd,1932.0,Unf,2,TA,Y,0,0,WD,Normal,239000
1176,50,RL,Reg,Lvl,Inside,Gtl,NoRidge,1.5Fin,8,1992,2000,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1683,Ex,Y,SBrkr,2129,743,2872,0,2,1,4,Gd,9,1,Attchd,1992.0,Fin,2,TA,Y,0,33,WD,Normal,285000
1177,20,RL,IR1,Lvl,CulDSac,Gtl,Mitchel,1Story,5,1984,1985,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,876,TA,Y,SBrkr,923,0,923,1,1,0,3,TA,5,0,Attchd,1984.0,Unf,1,TA,Y,362,0,WD,Normal,119500
1178,50,RM,Reg,Bnk,Inside,Gtl,OldTown,1.5Fin,6,1926,2004,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,818,TA,Y,SBrkr,818,406,1224,0,1,0,3,TA,5,0,Detchd,1926.0,Unf,1,TA,N,0,0,WD,Normal,115000
1179,50,RL,IR1,Lvl,FR2,Gtl,Crawfor,1.5Fin,5,1921,1950,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,731,Ex,Y,SBrkr,820,523,1343,0,1,1,3,TA,7,1,Detchd,1921.0,Unf,1,Fa,Y,192,0,WD,Normal,154900
1180,20,RL,Reg,Lvl,Corner,Gtl,Edwards,1Story,5,1954,1954,Wd Sdng,None,0.0,TA,TA,Slab,,,,,,0,Gd,Y,SBrkr,1124,0,1124,0,1,0,3,TA,5,1,,,,0,,N,0,36,WD,Normal,93000
1181,60,RL,IR2,Lvl,Corner,Gtl,Timber,2Story,7,1990,1991,MetalSd,None,0.0,TA,TA,Wood,Gd,TA,No,LwQ,Unf,1216,Ex,Y,SBrkr,1298,1216,2514,0,2,1,4,TA,8,0,Attchd,1990.0,Fin,2,TA,Y,0,0,WD,Normal,250000
1182,120,RM,IR1,HLS,Inside,Mod,Crawfor,1Story,8,2008,2008,CemntBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1600,Ex,Y,SBrkr,1652,0,1652,1,2,0,2,Gd,5,1,Attchd,2008.0,Fin,2,TA,Y,162,53,New,Partial,392500
1183,60,RL,IR1,Lvl,Corner,Gtl,NoRidge,2Story,10,1996,1996,Wd Sdng,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,2396,Ex,Y,SBrkr,2411,2065,4476,1,3,1,4,Ex,10,2,Attchd,1996.0,Fin,3,TA,Y,171,78,WD,Abnorml,745000
1184,30,RL,Reg,Lvl,Inside,Gtl,OldTown,1Story,5,1920,1950,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,1120,Ex,Y,SBrkr,1130,0,1130,1,1,0,2,TA,5,1,Detchd,1970.0,Unf,2,TA,Y,229,0,WD,Normal,120000
1185,20,RL,Reg,Lvl,Inside,Mod,Timber,1Story,5,1963,1963,MetalSd,BrkFace,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,Unf,1572,Gd,Y,SBrkr,1572,0,1572,1,1,1,3,TA,5,2,2Types,1963.0,RFn,3,TA,Y,0,263,WD,Normal,186700
1186,50,RL,Reg,Lvl,Inside,Gtl,Edwards,1.5Fin,5,1924,1950,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,784,Gd,Y,SBrkr,949,272,1221,1,1,0,4,TA,7,0,Attchd,1965.0,Unf,1,TA,Y,0,0,WD,Normal,104900
1187,190,RL,IR1,Bnk,Corner,Mod,OldTown,2Story,3,1900,1970,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,Unf,978,TA,Y,SBrkr,1014,685,1699,1,2,0,3,TA,7,0,CarPort,1920.0,Unf,2,Fa,Y,0,74,WD,Abnorml,95000
1188,20,RL,Reg,Lvl,Corner,Gtl,NoRidge,1Story,8,1994,1995,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1624,Ex,Y,SBrkr,1624,0,1624,1,2,0,2,Gd,5,1,Attchd,1994.0,RFn,3,TA,Y,0,114,WD,Normal,262000
1189,60,RL,IR1,Lvl,Inside,Gtl,CollgCr,2Story,7,2002,2002,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,831,Ex,Y,SBrkr,831,829,1660,0,2,1,3,Gd,7,0,Attchd,2002.0,RFn,2,TA,Y,144,68,WD,Normal,195000
1190,60,RL,Reg,Lvl,Inside,Gtl,Gilbert,2Story,7,1999,1999,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,994,Gd,Y,SBrkr,1028,776,1804,0,2,1,3,Gd,7,1,Attchd,1999.0,Fin,2,TA,Y,140,60,WD,Normal,189000
1191,190,RL,Reg,Low,Inside,Mod,Mitchel,1Story,4,1961,1975,MetalSd,Stone,149.0,TA,Gd,CBlock,TA,TA,Av,BLQ,Unf,1249,Ex,Y,SBrkr,1622,0,1622,1,1,0,3,TA,7,1,2Types,1975.0,Fin,4,TA,Y,439,0,WD,Normal,168000
1192,160,FV,Reg,Lvl,Inside,Gtl,Somerst,2Story,8,1999,2000,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,776,Ex,Y,SBrkr,764,677,1441,0,2,1,2,Gd,5,0,Detchd,1999.0,Unf,2,TA,Y,206,0,WD,Normal,174000
1193,50,RM,Reg,Lvl,Inside,Gtl,OldTown,1.5Fin,5,1925,1994,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,Unf,702,Gd,Y,SBrkr,842,630,1472,0,1,0,3,Gd,6,0,Detchd,1925.0,Unf,1,TA,P,0,0,WD,Normal,125000
1194,120,RM,Reg,Lvl,FR2,Gtl,Mitchel,1Story,6,1999,1999,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,Unf,1224,Ex,Y,SBrkr,1224,0,1224,1,2,0,2,TA,5,0,Attchd,1999.0,Fin,2,TA,Y,0,304,WD,Normal,165000
1195,60,RL,Reg,Lvl,Corner,Gtl,Sawyer,2Story,6,1969,1969,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,663,TA,Y,SBrkr,663,689,1352,0,1,1,4,TA,7,0,Attchd,1969.0,Fin,1,TA,Y,379,36,WD,Normal,158000
1196,60,RL,IR1,Lvl,Inside,Gtl,Gilbert,2Story,6,2005,2005,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,728,Ex,Y,SBrkr,728,728,1456,0,2,1,3,Gd,8,0,Attchd,2005.0,Fin,2,TA,Y,100,24,WD,Normal,176000
1197,60,RL,IR1,Lvl,Inside,Gtl,Gilbert,2Story,7,2006,2006,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,879,Ex,Y,SBrkr,879,984,1863,0,2,1,4,Gd,9,1,BuiltIn,2006.0,Fin,3,TA,Y,100,17,New,Partial,219210
1198,75,RM,IR1,Bnk,Corner,Gtl,OldTown,2.5Unf,7,1916,1950,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,815,Ex,Y,SBrkr,815,875,1690,0,1,0,3,TA,7,1,Detchd,1916.0,Unf,1,TA,Y,0,0,ConLw,Normal,144000
1199,20,RL,Reg,Lvl,Inside,Gtl,CollgCr,1Story,7,2001,2001,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1212,Ex,Y,SBrkr,1212,0,1212,0,2,0,3,Gd,6,0,Attchd,2001.0,RFn,2,TA,Y,356,0,WD,Normal,178000
1200,20,RL,Reg,Lvl,Inside,Gtl,Sawyer,1Story,4,1963,1979,HdBoard,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1051,Gd,Y,SBrkr,1382,0,1382,0,1,1,3,TA,6,1,Attchd,1974.0,Unf,2,TA,Y,0,82,WD,Normal,148000
1201,20,RL,Reg,Lvl,Inside,Gtl,NAmes,1Story,4,1970,1970,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,864,Gd,Y,SBrkr,864,0,864,0,1,0,3,TA,5,0,Attchd,1972.0,Unf,1,TA,Y,0,0,Oth,Abnorml,116050
1202,60,RL,Reg,Lvl,Corner,Gtl,CollgCr,2Story,7,1998,1998,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,Unf,866,Ex,Y,SBrkr,866,913,1779,0,2,1,3,Gd,6,0,Attchd,1998.0,RFn,2,TA,Y,198,36,WD,Normal,197900
1203,50,RM,Reg,Lvl,Corner,Gtl,BrkSide,1.5Fin,5,1925,1997,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,884,Ex,Y,SBrkr,884,464,1348,1,1,0,3,TA,5,1,Detchd,1960.0,Unf,1,TA,N,0,0,WD,Normal,117000
1204,20,RL,Reg,Lvl,Inside,Gtl,CollgCr,1Story,7,2000,2001,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1630,Ex,Y,SBrkr,1630,0,1630,0,2,0,3,Gd,6,1,Attchd,2000.0,Unf,2,TA,Y,74,234,WD,Normal,213000
1205,20,RL,Reg,Lvl,Inside,Gtl,NWAmes,1Story,5,1975,1975,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,1056,Ex,Y,SBrkr,1074,0,1074,1,1,1,3,TA,6,0,Attchd,1975.0,RFn,2,TA,Y,0,88,WD,Normal,153500
1206,20,RL,IR1,Lvl,CulDSac,Gtl,SawyerW,1Story,7,1990,1991,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,BLQ,2158,Gd,Y,SBrkr,2196,0,2196,0,2,0,3,Gd,7,1,Attchd,1990.0,RFn,3,TA,Y,84,70,WD,Normal,271900
1207,20,RH,Reg,Lvl,Inside,Gtl,SawyerW,1Story,4,1966,1966,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1056,TA,Y,SBrkr,1056,0,1056,1,1,0,2,TA,5,0,Detchd,1966.0,Unf,1,TA,Y,0,42,WD,Normal,107000
1208,20,RL,Reg,Lvl,Inside,Gtl,CollgCr,1Story,6,2003,2003,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1682,Ex,Y,SBrkr,1700,0,1700,1,2,0,3,Gd,7,0,Attchd,2003.0,RFn,2,TA,Y,192,23,WD,Normal,200000
1209,20,RL,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,1962,1980,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,BLQ,931,TA,Y,SBrkr,1283,0,1283,1,1,0,3,TA,6,0,Detchd,1980.0,Unf,2,TA,Y,0,0,WD,Normal,140000
1210,20,RL,IR1,Lvl,CulDSac,Gtl,Somerst,1Story,8,2006,2006,VinylSd,Stone,420.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,1660,Ex,Y,SBrkr,1660,0,1660,1,2,0,3,Gd,8,1,Attchd,2006.0,RFn,2,TA,Y,322,50,New,Partial,290000
1211,60,RL,Reg,Lvl,Inside,Gtl,SawyerW,2Story,6,1992,1992,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1055,Ex,Y,SBrkr,1055,790,1845,0,2,1,3,Gd,8,1,Attchd,1992.0,RFn,2,TA,Y,635,104,WD,Normal,189000
1212,50,RL,IR1,Bnk,Inside,Mod,Gilbert,1.5Fin,8,1988,2005,Wd Sdng,None,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,Unf,559,Gd,Y,SBrkr,1080,672,1752,0,2,0,4,TA,8,0,Basment,1988.0,RFn,2,TA,Y,325,12,WD,Normal,164000
1213,30,RL,Reg,Lvl,Inside,Gtl,Edwards,1Story,4,1941,1950,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,672,TA,Y,SBrkr,672,0,672,1,1,0,2,TA,4,0,Attchd,1941.0,Unf,1,TA,N,0,113,WD,Normal,113000
1214,80,RL,IR1,Lvl,CulDSac,Gtl,Sawyer,SLvl,4,1965,2001,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,Unf,648,Ex,Y,SBrkr,960,0,960,1,0,0,0,TA,3,0,Attchd,1965.0,Unf,1,TA,Y,88,0,WD,Normal,145000
1215,85,RL,IR1,Lvl,Inside,Gtl,NAmes,SFoyer,5,1962,1962,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,925,TA,Y,SBrkr,999,0,999,1,1,0,3,TA,6,0,Attchd,1962.0,Unf,1,TA,Y,150,72,WD,Normal,134500
1216,20,RL,IR1,Lvl,Inside,Gtl,Sawyer,1Story,5,1966,1966,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,894,TA,Y,SBrkr,894,0,894,0,1,0,3,TA,5,0,Detchd,1966.0,RFn,1,TA,Y,0,0,WD,Normal,125000
1217,90,RM,Reg,Lvl,Inside,Gtl,Sawyer,1.5Fin,6,1978,1978,VinylSd,None,0.0,TA,TA,Slab,,,,,,0,TA,Y,SBrkr,1318,584,1902,0,2,0,4,TA,8,0,Attchd,1978.0,Unf,2,TA,Y,0,0,WD,Normal,112000
1218,20,FV,Reg,Lvl,Inside,Gtl,Somerst,1Story,8,2009,2009,CemntBd,Stone,72.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1300,Ex,Y,SBrkr,1314,0,1314,1,2,0,3,Gd,6,0,Attchd,2009.0,RFn,2,TA,Y,135,112,New,Partial,229456
1219,50,RM,Reg,Lvl,Inside,Gtl,BrkSide,1.5Fin,4,1947,1950,AsbShng,None,0.0,TA,TA,Slab,,,,,,0,Gd,N,SBrkr,672,240,912,0,1,0,2,TA,3,0,,,,0,,N,0,0,WD,Normal,80500
1220,160,RM,Reg,Lvl,Inside,Gtl,BrDale,2Story,6,1971,1971,CemntBd,BrkFace,236.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,672,TA,Y,SBrkr,672,546,1218,0,1,1,3,TA,7,0,,,,0,,N,201,0,WD,Abnorml,91500
1221,20,RL,IR1,Lvl,Inside,Gtl,NAmes,1Story,5,1964,1964,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,912,TA,Y,SBrkr,912,0,912,0,1,0,2,TA,5,0,Attchd,1964.0,Unf,1,TA,Y,0,0,WD,Abnorml,115000
1222,20,RL,Reg,Lvl,Inside,Gtl,Sawyer,1Story,5,1968,1968,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,952,Ex,Y,SBrkr,1211,0,1211,0,1,0,3,TA,5,1,Attchd,1968.0,Unf,1,TA,Y,0,63,WD,Normal,134000
1223,50,RL,Reg,Lvl,Inside,Gtl,NAmes,1.5Fin,6,1949,1950,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,1040,Ex,Y,SBrkr,1168,678,1846,0,2,0,3,TA,7,1,Attchd,1949.0,Unf,1,TA,Y,0,0,WD,Normal,143000
1224,20,RL,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,1951,1951,Wd Sdng,BrkFace,44.0,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,2136,TA,N,FuseA,2136,0,2136,0,2,0,4,TA,7,0,Detchd,1951.0,Unf,2,TA,Y,0,30,WD,Normal,137900
1225,60,RL,IR1,Lvl,Inside,Gtl,Gilbert,2Story,7,2004,2005,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,788,Ex,Y,SBrkr,788,702,1490,1,2,1,3,Gd,8,1,Attchd,2004.0,Fin,2,TA,Y,100,75,WD,Normal,184000
1226,80,RL,Reg,Lvl,Inside,Gtl,NAmes,SLvl,6,1958,1958,VinylSd,BrkFace,63.0,TA,Gd,CBlock,TA,TA,Av,GLQ,Unf,588,Ex,Y,SBrkr,1138,0,1138,0,1,0,3,TA,6,0,Attchd,1958.0,RFn,1,TA,Y,224,0,WD,Normal,145000
1227,60,RL,IR1,Lvl,CulDSac,Gtl,Somerst,2Story,6,2007,2007,VinylSd,Stone,74.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,894,Ex,Y,SBrkr,894,1039,1933,0,2,1,4,Gd,9,1,BuiltIn,2007.0,Fin,3,TA,Y,100,18,WD,Normal,214000
1228,20,RL,Reg,Lvl,Corner,Gtl,NAmes,1Story,5,1965,2008,VinylSd,BrkFace,300.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,912,Ex,Y,SBrkr,912,0,912,1,1,0,2,Gd,5,0,Detchd,1992.0,Unf,2,TA,Y,0,240,WD,Normal,147000
1229,120,RL,Reg,Lvl,Corner,Gtl,NridgHt,1Story,9,2008,2008,MetalSd,BrkFace,766.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,1702,Ex,Y,SBrkr,1702,0,1702,1,1,1,1,Ex,7,1,Attchd,2008.0,Fin,3,TA,Y,0,72,New,Partial,367294
1230,80,RL,Reg,Lvl,Inside,Gtl,NAmes,SLvl,5,1960,1960,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1075,Gd,Y,SBrkr,1507,0,1507,0,2,0,4,TA,7,0,Basment,1960.0,Unf,1,TA,Y,0,0,WD,Normal,127000
1231,90,RL,IR1,Lvl,Inside,Gtl,Sawyer,1.5Fin,5,1977,1977,Plywood,None,1.0,TA,TA,CBlock,Gd,TA,No,GLQ,Rec,1361,Ex,Y,SBrkr,1361,1259,2620,0,2,2,4,TA,12,1,BuiltIn,1977.0,RFn,2,TA,N,155,24,WD,Normal,190000
1232,90,RL,Reg,Lvl,Inside,Gtl,NAmes,SLvl,5,1962,1962,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1106,TA,Y,SBrkr,1190,0,1190,1,1,0,3,TA,6,0,Attchd,1962.0,Unf,2,TA,Y,0,18,WD,Normal,132500
1233,90,RL,Reg,Lvl,FR2,Gtl,NAmes,1Story,4,1962,1962,HdBoard,None,0.0,TA,TA,Slab,,,,,,0,TA,Y,SBrkr,1224,0,1224,0,2,0,2,TA,6,0,CarPort,1962.0,Unf,2,TA,Y,0,0,WD,Normal,101800
1234,20,RL,IR1,Lvl,Inside,Gtl,NAmes,1Story,5,1959,1959,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1188,Fa,Y,SBrkr,1188,0,1188,1,1,0,3,TA,6,0,Attchd,1959.0,RFn,2,TA,Y,0,0,COD,Abnorml,142000
