Id,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1043,120,RL,5381,IR1,Lvl,Inside,Gtl,NridgHt,1Story,6,5,2005,2005,VinylSd,Stone,135.0,Gd,TA,PConc,Gd,TA,Av,ALQ,900,Unf,0,406,1306,Ex,Y,SBrkr,1306,0,0,1306,1,0,2,0,1,1,Gd,5,1,Attchd,2005.0,RFn,2,624,TA,Y,170,63,0,0,0,0,0,8,2009,WD,Normal,196000
1044,60,RL,11839,Reg,Lvl,Inside,Gtl,SawyerW,2Story,7,5,1990,1990,HdBoard,BrkFace,99.0,TA,TA,PConc,Gd,TA,No,GLQ,1085,Unf,0,390,1475,Ex,Y,SBrkr,1532,797,0,2329,1,0,2,1,4,1,Gd,10,1,Attchd,1990.0,Unf,2,514,TA,Y,192,121,0,0,0,0,0,5,2008,WD,Normal,262280
1045,20,RL,9600,Reg,Lvl,Inside,Gtl,NWAmes,1Story,8,5,1981,1981,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,1104,Unf,0,1420,2524,TA,Y,SBrkr,2524,0,0,2524,1,0,2,1,4,1,Gd,9,1,Attchd,1981.0,Fin,2,542,TA,Y,474,120,0,0,0,0,0,7,2009,WD,Normal,278000
1046,20,RL,13680,IR1,Lvl,CulDSac,Gtl,Edwards,1Story,3,5,1955,1955,BrkFace,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,Ex,Y,FuseA,1733,0,0,1733,0,0,2,0,4,1,TA,8,1,Attchd,1955.0,Unf,2,452,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,139600
1047,60,RL,16056,IR1,Lvl,Inside,Gtl,StoneBr,2Story,9,5,2005,2006,CemntBd,Stone,208.0,Gd,TA,PConc,Ex,TA,Av,GLQ,240,Unf,0,1752,1992,Ex,Y,SBrkr,1992,876,0,2868,0,0,3,1,4,1,Ex,11,1,BuiltIn,2005.0,Fin,3,716,TA,Y,214,108,0,0,0,0,0,7,2006,New,Partial,556581
1048,20,RL,9245,IR2,Lvl,Inside,Gtl,CollgCr,1Story,5,5,1994,1995,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,686,Unf,0,304,990,Ex,Y,SBrkr,990,0,0,990,0,1,1,0,3,1,TA,5,0,Detchd,1996.0,Unf,2,672,TA,Y,0,0,0,0,0,0,0,2,2008,WD,Normal,145000
1049,20,RL,21750,Reg,Lvl,Inside,Gtl,Mitchel,1Story,5,4,1960,2006,HdBoard,BrkFace,75.0,TA,Fa,Slab,,,,,0,,0,0,0,TA,Y,SBrkr,1771,0,0,1771,0,0,1,0,3,1,TA,9,1,Attchd,1960.0,Unf,2,336,TA,Y,0,0,0,0,0,0,0,11,2009,WD,Normal,115000
1050,20,RL,11100,Reg,Low,Inside,Gtl,Edwards,1Story,4,7,1946,2006,MetalSd,None,0.0,TA,TA,CBlock,,,,,0,,0,0,0,Ex,Y,SBrkr,930,0,0,930,0,0,1,0,2,1,Gd,6,0,Detchd,1946.0,Unf,1,308,TA,Y,0,0,0,0,0,0,0,4,2010,WD,Abnorml,84900
1051,20,RL,8993,IR1,Lvl,Inside,Gtl,Gilbert,1Story,7,5,2007,2007,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1302,1302,Ex,Y,SBrkr,1302,0,0,1302,0,0,2,0,3,1,Gd,6,0,Attchd,2007.0,Fin,2,436,TA,Y,0,22,0,0,0,0,0,8,2007,New,Partial,176485
1052,20,RL,11175,IR1,Lvl,Corner,Gtl,CollgCr,1Story,7,5,2007,2007,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1316,1316,Ex,Y,SBrkr,1316,0,0,1316,0,0,2,0,3,1,Gd,6,1,Attchd,2007.0,Fin,2,440,TA,Y,0,20,0,0,0,0,0,10,2007,New,Partial,200141
1053,60,RL,9500,Reg,Lvl,Corner,Gtl,NAmes,2Story,6,6,1964,1978,VinylSd,BrkCmn,272.0,TA,TA,CBlock,TA,TA,No,Rec,442,Unf,0,374,816,TA,Y,SBrkr,1127,850,0,1977,0,1,1,1,4,1,TA,9,1,Attchd,1964.0,RFn,2,540,TA,Y,0,52,0,0,0,0,0,6,2007,WD,Normal,165000
1054,20,RL,8562,Reg,Lvl,Inside,Mod,Edwards,1Story,5,6,1957,2002,HdBoard,Stone,145.0,TA,TA,CBlock,TA,TA,Av,Rec,383,Unf,0,833,1216,Ex,Y,FuseA,1526,0,0,1526,0,0,1,0,4,1,TA,7,1,Basment,1957.0,Unf,1,364,TA,Y,116,78,0,0,0,0,0,5,2010,WD,Normal,144500
1055,60,RL,11367,Reg,Lvl,Corner,Gtl,CollgCr,2Story,8,5,2002,2002,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,932,Unf,0,133,1065,Ex,Y,SBrkr,1091,898,0,1989,1,0,2,1,3,1,Gd,7,1,Attchd,2002.0,Fin,2,586,TA,Y,199,60,0,0,0,0,0,11,2006,WD,Normal,255000
1056,20,RL,11361,Reg,Lvl,Inside,Gtl,NWAmes,1Story,6,5,1976,1976,Plywood,BrkFace,160.0,TA,TA,CBlock,Gd,TA,No,ALQ,644,Unf,0,549,1193,TA,Y,SBrkr,1523,0,0,1523,0,1,2,0,3,1,TA,7,1,Attchd,1976.0,Fin,2,478,TA,Y,0,0,0,0,189,0,0,5,2008,COD,Abnorml,180000
1057,120,RL,7052,IR1,Lvl,Inside,Gtl,NridgHt,1Story,7,5,2005,2005,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,705,1364,Ex,Y,SBrkr,1364,0,0,1364,1,0,2,0,2,1,Gd,6,1,Attchd,2005.0,RFn,2,484,TA,Y,192,36,0,0,0,0,0,6,2006,WD,Normal,185850
1058,60,RL,29959,IR2,Lvl,FR2,Gtl,NoRidge,2Story,7,6,1994,1994,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,595,Unf,0,378,973,Ex,Y,SBrkr,979,871,0,1850,0,0,2,1,3,1,Gd,7,1,BuiltIn,1994.0,Fin,2,467,TA,Y,168,98,0,0,0,0,0,1,2009,WD,Normal,248000
1059,60,RL,11308,IR1,Lvl,Inside,Gtl,NridgHt,2Story,9,5,2008,2008,VinylSd,Stone,154.0,Ex,TA,PConc,Ex,TA,Av,GLQ,936,Unf,0,168,1104,Ex,Y,SBrkr,1130,1054,0,2184,1,0,2,1,3,1,Ex,10,1,Attchd,2008.0,Fin,3,836,TA,Y,0,102,0,0,0,0,0,7,2009,WD,Normal,335000
1060,50,RL,11275,IR1,HLS,Corner,Mod,Crawfor,1.5Fin,6,7,1932,1950,MetalSd,BrkFace,480.0,TA,TA,CBlock,TA,TA,Mn,Rec,297,LwQ,557,0,854,TA,Y,SBrkr,1096,895,0,1991,0,0,1,1,3,1,TA,7,1,Detchd,1977.0,Unf,2,432,TA,Y,0,0,19,0,0,0,0,3,2007,WD,Normal,220000
1061,120,RL,4920,Reg,Lvl,Inside,Gtl,StoneBr,1Story,8,5,2001,2001,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,616,Unf,0,722,1338,Ex,Y,SBrkr,1338,0,0,1338,1,0,2,0,2,1,Gd,6,0,Attchd,2001.0,Fin,2,582,TA,Y,0,0,170,0,0,0,0,4,2010,WD,Normal,213500
1062,30,C (all),18000,Reg,Low,Inside,Gtl,IDOTRR,1Story,3,4,1935,1950,MetalSd,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,TA,Y,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,6,0,Detchd,1994.0,RFn,3,1248,TA,Y,0,20,0,0,0,0,560,8,2008,ConLD,Normal,81000
1063,190,RM,13600,Reg,Lvl,Inside,Gtl,OldTown,2Story,5,5,1900,1950,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,662,662,TA,N,SBrkr,1422,915,0,2337,0,0,2,0,5,2,TA,10,0,Detchd,1945.0,Unf,2,560,TA,Y,0,57,0,0,0,0,0,9,2007,WD,Normal,90000
1064,30,RM,6000,Reg,Lvl,Inside,Gtl,OldTown,1Story,6,6,1925,1980,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,397,Unf,0,706,1103,Gd,Y,SBrkr,1103,0,0,1103,0,0,1,0,2,1,Gd,5,1,Detchd,1976.0,Unf,2,440,TA,Y,166,120,0,0,0,0,0,7,2006,WD,Normal,110500
1065,20,RL,11000,IR1,Lvl,CulDSac,Gtl,NAmes,1Story,5,6,1966,1966,Plywood,BrkFace,200.0,TA,TA,CBlock,TA,TA,Mn,BLQ,740,Rec,230,184,1154,Ex,Y,SBrkr,1154,0,0,1154,0,0,1,1,3,1,TA,6,1,Attchd,1966.0,RFn,2,480,TA,Y,0,58,0,0,0,0,0,11,2009,WD,Normal,154000
1066,60,RL,14000,Reg,Lvl,Inside,Mod,ClearCr,2Story,7,5,1996,1997,Wd Sdng,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1201,Unf,0,105,1306,Ex,Y,SBrkr,1306,954,0,2260,1,0,2,1,3,1,Gd,7,0,Attchd,1996.0,RFn,2,533,TA,Y,296,44,0,0,0,0,0,4,2010,WD,Normal,328000
1067,60,RL,7837,IR1,Lvl,Inside,Gtl,Gilbert,2Story,6,7,1993,1994,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,799,799,Gd,Y,SBrkr,799,772,0,1571,0,0,2,1,3,1,TA,7,1,Attchd,1993.0,RFn,2,380,TA,Y,0,40,0,0,0,0,0,5,2009,WD,Normal,178000
1068,60,RL,9760,Reg,Lvl,Inside,Mod,NAmes,2Story,6,6,1964,1964,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,TA,Gd,GLQ,674,LwQ,106,0,780,TA,Y,SBrkr,798,813,0,1611,1,0,1,1,4,1,TA,7,0,Attchd,1964.0,RFn,2,442,TA,Y,328,128,0,0,189,0,0,6,2008,WD,Normal,167900
1069,160,RM,3964,Reg,Lvl,Inside,Gtl,MeadowV,2Story,6,4,1973,1973,CemntBd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,837,Unf,0,105,942,Gd,Y,SBrkr,1291,1230,0,2521,1,0,2,1,5,1,TA,10,1,Attchd,1973.0,Fin,2,576,TA,Y,728,20,0,0,0,0,0,6,2006,WD,Normal,151400
1070,45,RL,9600,Reg,Lvl,Inside,Gtl,NAmes,1.5Unf,5,7,1949,2003,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,220,Unf,0,625,845,TA,Y,SBrkr,893,0,0,893,0,1,1,0,2,1,Gd,4,0,Detchd,1985.0,Unf,2,576,TA,Y,0,0,0,0,0,0,0,5,2007,WD,Normal,135000
1071,20,RL,10152,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,5,1956,1956,MetalSd,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,BLQ,586,Unf,0,462,1048,TA,Y,SBrkr,1048,0,0,1048,1,0,1,0,3,1,TA,6,0,Attchd,1956.0,Unf,1,286,TA,Y,0,20,0,0,192,0,0,6,2007,WD,Normal,135000
1072,60,RL,11700,Reg,Lvl,Inside,Gtl,NWAmes,2Story,6,6,1968,1968,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,298,Unf,0,429,727,Ex,Y,SBrkr,829,727,0,1556,0,0,1,1,4,1,TA,8,0,Attchd,1968.0,Unf,2,441,TA,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,154000
1073,50,RL,7585,Reg,Lvl,Inside,Gtl,Edwards,1.5Fin,5,3,1948,1950,MetalSd,None,0.0,TA,TA,CBlock,Fa,Fa,Mn,Unf,0,Unf,0,810,810,Fa,Y,FuseA,1002,454,0,1456,1,1,1,0,4,1,TA,7,1,Detchd,1954.0,Unf,1,280,TA,P,0,0,0,0,0,0,0,8,2006,WD,Normal,91500
1074,60,RL,7950,IR1,Bnk,Corner,Gtl,Edwards,2Story,6,6,1977,1977,HdBoard,BrkFace,140.0,TA,TA,CBlock,TA,TA,No,BLQ,535,Unf,0,155,690,TA,Y,SBrkr,698,728,0,1426,0,0,1,1,3,1,TA,6,0,Attchd,1977.0,Fin,2,440,TA,Y,252,0,0,0,0,0,0,7,2009,WD,Normal,159500
1075,20,RL,8556,Reg,Lvl,Inside,Gtl,CollgCr,1Story,7,5,2006,2006,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1240,1240,Ex,Y,SBrkr,1240,0,0,1240,0,0,2,0,2,1,Gd,5,0,Attchd,2006.0,RFn,3,826,TA,Y,140,93,0,0,0,0,0,5,2007,WD,Normal,194000
1076,70,RL,13125,Reg,Lvl,Inside,Gtl,Crawfor,2Story,7,6,1940,1984,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,410,Unf,0,390,800,TA,Y,SBrkr,960,780,0,1740,0,0,1,1,3,1,TA,6,2,Attchd,1940.0,Unf,1,240,TA,Y,0,0,0,0,0,0,0,7,2007,CWD,Normal,219500
1077,50,RL,10800,Reg,Lvl,Inside,Gtl,OldTown,1.5Fin,5,8,1936,1989,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,626,Unf,0,170,796,Gd,Y,SBrkr,1096,370,0,1466,0,1,2,0,3,1,Gd,7,1,Attchd,1950.0,Unf,2,566,TA,Y,436,21,0,0,0,0,500,4,2006,WD,Normal,170000
1078,20,RL,15870,IR1,Lvl,Corner,Gtl,NAmes,1Story,5,5,1969,1969,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,75,Rec,791,230,1096,Ex,Y,SBrkr,1096,0,0,1096,1,0,1,0,3,1,TA,6,0,Attchd,1969.0,Fin,1,299,TA,Y,240,32,0,0,0,0,0,3,2006,WD,Abnorml,138800
1079,120,RM,4435,Reg,Lvl,Inside,Gtl,CollgCr,1Story,6,5,2004,2004,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662,Unf,0,186,848,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,1,Attchd,2004.0,RFn,2,420,TA,Y,140,0,0,0,0,0,0,5,2006,WD,Normal,155900
1080,20,RL,8775,Reg,Lvl,Inside,Gtl,CollgCr,1Story,5,5,1994,1994,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,495,Unf,0,495,990,Gd,Y,SBrkr,990,0,0,990,0,0,1,0,3,1,TA,5,0,Attchd,1996.0,Unf,1,299,TA,Y,0,64,0,0,0,0,0,4,2007,WD,Normal,126000
1081,20,RL,11040,Reg,Lvl,Inside,Gtl,NWAmes,1Story,6,7,1971,2004,VinylSd,BrkFace,144.0,Gd,Gd,CBlock,TA,TA,No,ALQ,656,Unf,0,602,1258,Ex,Y,SBrkr,1258,0,0,1258,0,1,2,0,3,1,Gd,5,0,Attchd,1971.0,RFn,2,528,TA,Y,55,0,0,216,0,0,0,10,2008,COD,Abnorml,145000
1082,20,RL,7500,Reg,Lvl,Corner,Gtl,Sawyer,1Story,5,5,1963,1963,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,824,Unf,0,216,1040,Fa,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,TA,5,0,Attchd,1963.0,Fin,1,308,TA,Y,0,0,220,0,0,0,0,6,2010,WD,Normal,133000
1083,20,RL,8749,Reg,Lvl,Inside,Gtl,CollgCr,1Story,7,5,2002,2002,VinylSd,BrkFace,100.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1459,1459,Ex,Y,SBrkr,1459,0,0,1459,0,0,2,0,3,1,Gd,6,1,Attchd,2002.0,RFn,2,527,TA,Y,192,39,0,0,0,0,0,9,2007,WD,Normal,192000
1084,20,RL,8800,Reg,Lvl,Inside,Gtl,NAmes,1Story,6,6,1964,1964,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,BLQ,553,Unf,0,698,1251,TA,Y,SBrkr,1251,0,0,1251,1,0,1,0,3,1,TA,6,2,Attchd,1964.0,RFn,1,461,TA,Y,0,116,0,0,0,0,700,3,2006,WD,Normal,160000
1085,60,RL,13031,IR2,Lvl,Corner,Gtl,Gilbert,2Story,6,5,1995,1996,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,592,Unf,0,99,691,Gd,Y,SBrkr,691,807,0,1498,0,0,2,1,3,1,TA,6,1,Attchd,1995.0,Fin,2,409,TA,Y,315,44,0,0,0,0,0,7,2006,WD,Normal,187500
1086,85,RL,9069,Reg,Lvl,Inside,Gtl,SawyerW,SFoyer,6,6,1992,1992,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,747,Unf,0,189,936,Ex,Y,SBrkr,996,0,0,996,1,0,1,0,2,1,Gd,5,0,Attchd,1992.0,Unf,2,564,TA,Y,120,0,0,0,0,0,0,4,2010,WD,Normal,147000
1087,160,RM,1974,Reg,Lvl,Inside,Gtl,MeadowV,2Story,4,5,1973,1973,CemntBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,334,Unf,0,212,546,TA,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,TA,6,0,Attchd,1973.0,RFn,1,286,TA,Y,120,96,0,0,0,0,0,5,2010,WD,Normal,83500
1088,60,FV,10574,Reg,Lvl,Inside,Gtl,Somerst,2Story,8,5,2005,2006,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1082,1082,Ex,Y,SBrkr,1082,871,0,1953,0,0,2,1,3,1,Gd,9,1,Attchd,2005.0,RFn,3,1043,TA,Y,160,50,0,0,0,0,0,5,2009,WD,Normal,252000
1089,160,RM,2522,Reg,Lvl,Inside,Gtl,Edwards,2Story,7,5,2004,2004,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,Ex,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,Gd,7,0,Detchd,2004.0,Unf,2,380,TA,Y,0,40,0,0,0,0,0,4,2006,WD,Normal,137500
1090,120,FV,3316,IR1,Lvl,Inside,Gtl,Somerst,1Story,8,5,2005,2005,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1039,Unf,0,208,1247,Ex,Y,SBrkr,1247,0,0,1247,1,0,1,1,1,1,Gd,4,1,Attchd,2005.0,Fin,2,550,TA,Y,0,84,0,0,0,0,0,4,2006,WD,Normal,197000
1091,90,RL,8544,Reg,Lvl,Corner,Gtl,NAmes,1Story,3,4,1950,1950,BrkFace,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,Fa,N,FuseA,1040,0,0,1040,0,0,2,0,2,2,TA,6,0,Detchd,1987.0,Unf,2,400,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,92900
1092,160,FV,2160,Reg,Lvl,Inside,Gtl,Somerst,2Story,7,5,1999,2000,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,TA,No,BLQ,510,Unf,0,90,600,Ex,Y,SBrkr,624,628,0,1252,1,0,2,1,2,1,Gd,4,0,Detchd,1999.0,Unf,2,462,TA,Y,0,48,0,0,0,0,0,3,2008,WD,Normal,160000
1093,50,RL,8400,Reg,Bnk,Inside,Gtl,SWISU,1.5Fin,6,5,1925,1950,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,423,Unf,0,758,1181,Fa,Y,SBrkr,1390,304,0,1694,0,0,2,0,4,1,TA,7,1,Detchd,1925.0,Unf,2,576,TA,Y,342,0,128,0,0,0,0,6,2008,WD,Normal,136500
1094,20,RL,9230,Reg,Lvl,Corner,Gtl,NAmes,1Story,5,8,1965,1998,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661,Unf,0,203,864,Gd,Y,SBrkr,1200,0,0,1200,1,0,1,1,1,1,Gd,6,0,Detchd,1977.0,Unf,2,884,TA,Y,0,64,0,0,0,0,0,10,2006,WD,Normal,146000
1095,20,RL,5868,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,7,1956,2000,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,248,Rec,240,448,936,Ex,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,TA,4,0,Attchd,1956.0,Fin,1,308,TA,Y,0,0,80,0,160,0,0,5,2010,WD,Normal,129000
1096,20,RL,9317,IR1,Lvl,Inside,Gtl,CollgCr,1Story,6,5,2006,2006,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1290,1314,Gd,Y,SBrkr,1314,0,0,1314,0,0,2,0,3,1,Gd,6,1,Attchd,2006.0,RFn,2,440,TA,Y,0,22,0,0,0,0,0,3,2007,WD,Normal,176432
1097,70,RM,6882,Reg,Lvl,Inside,Gtl,IDOTRR,2Story,6,7,1914,2006,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,684,684,TA,Y,SBrkr,773,582,0,1355,0,0,1,1,3,1,Gd,7,0,,,,0,0,,Y,136,0,115,0,0,0,0,3,2007,WD,Normal,127000
1098,120,RL,3696,Reg,Lvl,Inside,Gtl,StoneBr,1Story,8,5,1986,1986,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1074,1074,Ex,Y,SBrkr,1088,0,0,1088,0,0,1,1,2,1,Gd,5,0,Attchd,1987.0,RFn,2,461,TA,Y,0,74,137,0,0,0,0,10,2007,WD,Normal,170000
1099,50,RM,6000,Reg,Lvl,Inside,Gtl,BrkSide,1.5Fin,4,6,1936,1950,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,672,Unf,0,0,672,TA,Y,SBrkr,757,567,0,1324,0,0,1,0,3,1,TA,6,0,Detchd,1936.0,Unf,1,240,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,128000
1100,20,RL,11880,IR1,Lvl,Inside,Gtl,NWAmes,1Story,7,5,1978,1978,Plywood,BrkFace,206.0,TA,TA,CBlock,Gd,TA,No,ALQ,704,Unf,0,567,1271,TA,Y,SBrkr,1601,0,0,1601,0,0,2,0,3,1,TA,7,1,Attchd,1978.0,RFn,2,478,TA,Y,0,0,0,0,0,0,0,4,2009,COD,Abnorml,157000
1101,30,RL,8400,Reg,Bnk,Inside,Gtl,SWISU,1Story,2,5,1920,1950,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,290,Unf,0,0,290,TA,N,FuseF,438,0,0,438,0,0,1,0,1,1,Fa,3,0,Detchd,1930.0,Unf,1,246,TA,N,0,0,0,0,0,0,0,1,2009,WD,Normal,60000
1102,20,RL,9758,IR1,Lvl,Inside,Gtl,NAmes,1Story,5,5,1971,1971,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,412,LwQ,287,251,950,TA,Y,SBrkr,950,0,0,950,0,0,1,0,3,1,TA,5,0,Detchd,1981.0,Unf,1,280,TA,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,119500
1103,20,RL,7000,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,7,1960,2002,Wd Sdng,BrkFace,45.0,TA,TA,CBlock,TA,TA,No,Rec,588,Unf,0,422,1010,Ex,Y,SBrkr,1134,0,0,1134,0,0,1,0,2,1,TA,6,0,Attchd,1960.0,RFn,1,254,TA,Y,0,16,0,0,0,0,0,4,2007,WD,Family,135000
1104,20,RL,8910,Reg,Lvl,Corner,Gtl,NAmes,1Story,6,6,1959,1959,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,655,Unf,0,0,655,Ex,Y,SBrkr,1194,0,0,1194,0,1,1,0,3,1,TA,6,1,BuiltIn,1954.0,Fin,2,539,TA,Y,0,0,192,0,0,0,0,7,2006,WD,Normal,159500
1105,160,RM,2016,Reg,Lvl,Inside,Gtl,BrDale,2Story,5,5,1970,1970,HdBoard,BrkFace,304.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,0,Detchd,1970.0,Unf,2,440,TA,Y,0,0,0,0,0,0,0,4,2007,WD,Normal,106000
1106,60,RL,12256,IR1,Lvl,Corner,Gtl,NoRidge,2Story,8,5,1994,1995,HdBoard,BrkFace,362.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1032,Unf,0,431,1463,Ex,Y,SBrkr,1500,1122,0,2622,1,0,2,1,3,1,Gd,9,2,Attchd,1994.0,RFn,2,712,TA,Y,186,32,0,0,0,0,0,4,2010,WD,Normal,325000
1107,20,RL,10357,IR1,Lvl,Corner,Gtl,SawyerW,1Story,7,5,1990,1991,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,738,Unf,0,172,910,Gd,Y,SBrkr,1442,0,0,1442,1,0,2,0,3,1,Gd,6,1,Attchd,1990.0,Fin,2,719,TA,Y,0,244,0,0,0,0,0,5,2007,WD,Normal,179900
1108,60,RL,23257,IR3,HLS,CulDSac,Gtl,Gilbert,2Story,7,5,2006,2006,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,868,868,Ex,Y,SBrkr,887,1134,0,2021,0,0,2,1,3,1,Gd,9,1,BuiltIn,2006.0,RFn,2,422,TA,Y,0,100,0,0,0,0,0,9,2006,New,Partial,274725
1109,60,RL,8063,Reg,Lvl,Inside,Gtl,Gilbert,2Story,6,5,2000,2000,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,924,924,Ex,Y,SBrkr,948,742,0,1690,0,0,2,1,3,1,TA,7,1,Attchd,2000.0,RFn,2,463,TA,Y,100,48,0,0,0,0,0,11,2007,WD,Abnorml,181000
1110,20,RL,11362,IR1,Lvl,Inside,Gtl,NridgHt,1Story,8,5,2004,2005,MetalSd,Stone,42.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1039,Unf,0,797,1836,Ex,Y,SBrkr,1836,0,0,1836,1,0,2,0,3,1,Gd,7,1,Attchd,2004.0,Fin,3,862,TA,Y,125,185,0,0,0,0,0,3,2009,WD,Normal,280000
1111,60,RL,8000,Reg,Lvl,Inside,Gtl,Gilbert,2Story,6,5,1995,1996,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,219,Unf,0,554,773,Gd,Y,SBrkr,773,885,0,1658,1,0,2,1,3,1,TA,8,1,Attchd,1995.0,Fin,2,431,TA,Y,224,84,0,0,0,0,0,6,2008,WD,Normal,188000
